decision_id,occurrence_id,unit_id,semantic_unit_id,source_term_or_construction,intended_sense,chosen_rendering,recording_mode,confidence,provisional,review_priority,please_double_check_question,source_path,source_file_sha256,source_line_status,source_line_start,source_line_end,source_byte_status,source_byte_start,source_byte_end_exclusive,source_column_start,source_column_end_exclusive,source_span_sha256,source_excerpt,target_path,target_file_sha256,target_line_status,target_line_start,target_line_end,target_byte_status,target_byte_start,target_byte_end_exclusive,target_column_start,target_column_end_exclusive,target_span_sha256,target_excerpt,reader_status,reader_artifact_filename,reader_artifact_sha256,reader_profile,printed_page,assembled_pdf_page,reader_provenance_or_reason,evidence_refs
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0113-00038-0013-R1,OLP-0113,OLP-0113:legacy-term:0178:target-L38-C13:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648,available,38,38,available,1411,1418,13,20 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,(ve elbette aksiyom olarak aldıklarımıza) bağlıdır. Çıkarım kuralı ise belirli,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 184 (printed 183); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex"",""bytes"":3940,""sha256"":""3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0113-00038-0013-R2,OLP-0113,OLP-0113:legacy-term:0178:target-L38-C13:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648,available,38,38,available,1411,1418,13,20 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,(ve elbette aksiyom olarak aldıklarımıza) bağlıdır. Çıkarım kuralı ise belirli,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 345 (printed 344); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex"",""bytes"":3940,""sha256"":""3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0113-00075-0036-R1,OLP-0113,OLP-0113:legacy-term:0178:target-L75-C36:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648,available,75,75,available,3319,3326,36,43 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"defasında $\Gamma$'da bulunan, bir aksiyom olan veya bir çıkarım kuralınca",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 184 (printed 183); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex"",""bytes"":3940,""sha256"":""3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0113-00075-0036-R2,OLP-0113,OLP-0113:legacy-term:0178:target-L75-C36:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648,available,75,75,available,3319,3326,36,43 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"defasında $\Gamma$'da bulunan, bir aksiyom olan veya bir çıkarım kuralınca",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 345 (printed 344); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex"",""bytes"":3940,""sha256"":""3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0116-00042-0066-R1,OLP-0116,OLP-0116:legacy-term:0178:target-L42-C66:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proving-things.tex,ac5dc1913eb14bc8d0ba0adb9d45d08b0882f02c4d7f152b654fc153f61fb1a7,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex,39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027,available,42,42,available,1810,1817,66,73 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"$!D \lif !D$ için bir !!a{derivation} bulmaya çalışalım. Bu, bir aksiyom",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 186 (printed 185); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex"",""bytes"":5863,""sha256"":""39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0116-00042-0066-R2,OLP-0116,OLP-0116:legacy-term:0178:target-L42-C66:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proving-things.tex,ac5dc1913eb14bc8d0ba0adb9d45d08b0882f02c4d7f152b654fc153f61fb1a7,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex,39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027,available,42,42,available,1810,1817,66,73 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"$!D \lif !D$ için bir !!a{derivation} bulmaya çalışalım. Bu, bir aksiyom",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 348 (printed 347); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex"",""bytes"":5863,""sha256"":""39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0116-00056-0030-R1,OLP-0116,OLP-0116:legacy-term:0178:target-L56-C30:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proving-things.tex,ac5dc1913eb14bc8d0ba0adb9d45d08b0882f02c4d7f152b654fc153f61fb1a7,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex,39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027,available,56,56,available,2519,2526,30,37 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"Yalnızca $\lif$ içeren diğer aksiyom \olref[prp]{ax:lif2}, yani",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 186 (printed 185); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex"",""bytes"":5863,""sha256"":""39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0116-00056-0030-R2,OLP-0116,OLP-0116:legacy-term:0178:target-L56-C30:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proving-things.tex,ac5dc1913eb14bc8d0ba0adb9d45d08b0882f02c4d7f152b654fc153f61fb1a7,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex,39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027,available,56,56,available,2519,2526,30,37 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"Yalnızca $\lif$ içeren diğer aksiyom \olref[prp]{ax:lif2}, yani",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 348 (printed 347); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proving-things.tex"",""bytes"":5863,""sha256"":""39d7d2f62909f160ec762c36fb691fec7295698f4be254f4af8ba0e741a46027""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0118-00076-0049-R1,OLP-0118,OLP-0118:legacy-term:0178:target-L76-C49:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8,available,76,76,available,2660,2667,49,56 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"$!A_1$, \dots, $!A_k = !A$. Burada her $!A_i$ aksiyom, $\Gamma$ içinde",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 188 (printed 187); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex"",""bytes"":4790,""sha256"":""5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0118-00076-0049-R2,OLP-0118,OLP-0118:legacy-term:0178:target-L76-C49:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8,available,76,76,available,2660,2667,49,56 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"$!A_1$, \dots, $!A_k = !A$. Burada her $!A_i$ aksiyom, $\Gamma$ içinde",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 350 (printed 349); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex"",""bytes"":4790,""sha256"":""5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0118-00128-0017-R1,OLP-0118,OLP-0118:legacy-term:0178:target-L128-C17:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8,available,128,128,available,4280,4287,17,24 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"mantıksal aksiyom, $\Gamma$ içinde yer alan bir !!a{element} ya da",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 188 (printed 187); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex"",""bytes"":4790,""sha256"":""5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0118-00128-0017-R2,OLP-0118,OLP-0118:legacy-term:0178:target-L128-C17:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8,available,128,128,available,4280,4287,17,24 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"mantıksal aksiyom, $\Gamma$ içinde yer alan bir !!a{element} ya da",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 350 (printed 349); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex"",""bytes"":4790,""sha256"":""5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0119-00076-0010-R1,OLP-0119,OLP-0119:legacy-term:0178:target-L76-C10:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex,f74129e7541a9452530ebc0ab630c8763cd0d4177532baf43cd249c635642cd4,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex,453b2181d0161258b1148cb8c081c977059ce3d501d0d690bd4fae776f517c6d,available,76,76,available,3168,3175,10,17 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"$!B$ bir aksiyom, $\Gamma$'nın elemanı ya da $!A$ olduğunda başlangıç",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 190 (printed 189); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex"",""bytes"":5050,""sha256"":""453b2181d0161258b1148cb8c081c977059ce3d501d0d690bd4fae776f517c6d""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0119-00076-0010-R2,OLP-0119,OLP-0119:legacy-term:0178:target-L76-C10:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex,f74129e7541a9452530ebc0ab630c8763cd0d4177532baf43cd249c635642cd4,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex,453b2181d0161258b1148cb8c081c977059ce3d501d0d690bd4fae776f517c6d,available,76,76,available,3168,3175,10,17 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,"$!B$ bir aksiyom, $\Gamma$'nın elemanı ya da $!A$ olduğunda başlangıç",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 352 (printed 351); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/deduction-theorem.tex"",""bytes"":5050,""sha256"":""453b2181d0161258b1148cb8c081c977059ce3d501d0d690bd4fae776f517c6d""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0124-00064-0001-R1,OLP-0124,OLP-0124:legacy-term:0178:target-L64-C1:render-1,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/soundness.tex,a3a783ae2add6b2420527ad65c82eb6a5e0c02ac8a44e3b34b757bc27985c1cf,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/soundness.tex,39fa13ec0067f0ef7b1100bc7aa9eab1fabea02322beb06d99e0720ce9806e5b,available,64,64,available,2409,2416,1,8 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,aksiyom örnekleridir ya da $\Gamma$'dadır. Önceki önerme uyarınca bütün,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 1 starts on physical page 193 (printed 192); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/soundness.tex"",""bytes"":6141,""sha256"":""39fa13ec0067f0ef7b1100bc7aa9eab1fabea02322beb06d99e0720ce9806e5b""}]"
OLP-TR-TERM-0178,OLP-TR-TERM-0178-O-0124-00064-0001-R2,OLP-0124,OLP-0124:legacy-term:0178:target-L64-C1:render-2,axiom / axiom schema,Historical terminology-ledger scope: axiomatic derivation; no narrower sense is inferred automatically.,aksiyom / aksiyom şeması,retrospective,medium,true,high,Please double-check whether “aksiyom / aksiyom şeması” is the best Turkish rendering of “axiom / axiom schema” in axiomatic derivation. / “axiom / axiom schema” için axiomatic derivation bağlamında “aksiyom / aksiyom şeması” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/soundness.tex,a3a783ae2add6b2420527ad65c82eb6a5e0c02ac8a44e3b34b757bc27985c1cf,pending,,,pending,,,,,,Unpaired source term: axiom / axiom schema,source/locale/tr/content/first-order-logic/axiomatic-deduction/soundness.tex,39fa13ec0067f0ef7b1100bc7aa9eab1fabea02322beb06d99e0720ce9806e5b,available,64,64,available,2409,2416,1,8 (end exclusive),8026d4edf095466249997805af84b150ad1225d7348802f4016f0e794aa12ef0,aksiyom örnekleridir ya da $\Gamma$'dadır. Önceki önerme uyarınca bütün,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Proven module render instance 2 starts on physical page 356 (printed 355); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/soundness.tex"",""bytes"":6141,""sha256"":""39fa13ec0067f0ef7b1100bc7aa9eab1fabea02322beb06d99e0720ce9806e5b""}]"
